CARUID,R_squared,MAPE,MEI
1100,0.24020975391179733,10.160963639839222,0.08678508361775283
1200,0.5619573137350357,6.826040839497047,0.5481694067902909
1300,0.22111622587506835,9.153719490076295,0.17027281284719742
3501,0.13072171709671196,10.410909331751721,0.08139387081399896
3502,0.4698351841075682,7.944077595598956,0.463196168201358
3503,0.35285161364445666,8.59232938442128,0.3250567589809671
3504,0.026772971975174763,10.360757287640142,-0.34162525485713835
3505,0.2255097799447744,8.604706585508353,0.17776646944610675
4601,0.5229792119021502,8.326996238681835,0.4554084586835959
4602,0.621025954516486,6.106398912731939,0.6168450821323254
4603,0.10848339512182067,15.177893112854116,-1.0125811744993505
4604,0.5609674253522047,7.273355778795314,0.4313607824519783
4605,0.6346702211720959,6.967496439428489,0.5955389550752487
4606,0.0010334114299820766,9.915513797735004,-0.34718404052873475
4607,0.1007646738248335,15.206036789284067,-1.0643522489918626
4608,0.13497181411689682,11.985603208464944,-0.2354212713679944
4609,0.16713905325719522,10.265596453612547,0.09292618511553585
4610,0.13523844882286568,15.488895046048281,-0.9806537095683219
4611,0.3651622585978585,8.275090026475041,0.3602819192829084
4612,0.04186705059791752,20.875766172550442,-4.917023139414786
4701,0.459370019308026,8.233884221135572,0.43010664083709294
4702,0.3645258144662942,7.973828951595936,0.35275780533619694
4703,0.5268800321008834,8.154168388315195,0.35618853433570363
4704,0.7375586372166589,5.35311522524081,0.7127103108986477
4705,0.2457398398504893,8.513856879226923,0.22564821552901126
4706,0.39613981268174936,8.412909376936376,0.3814974321897634
4707,0.3110663034792481,8.003411267983886,0.268040832302194
4708,0.6497433856870626,7.283043980581076,0.4240097559636701
4709,0.3783083651810123,7.696619628715941,0.37581299915758537
4710,0.6104761353491122,6.175864033105737,0.6004475549433432
4711,0.7936610580590143,5.249452718902756,0.7281079841238216
4712,0.6934320042253524,6.137890997623801,0.6138502717816519
4713,0.5921435704891462,6.956578503045859,0.5697987993226337
4714,0.23999060972160555,9.532001996546402,0.1182766834907647
4715,0.705610635335764,5.607815452880473,0.6524192445470851
4716,0.7588835912993802,5.640454262214174,0.7563265254366195
4717,0.5957982044790738,6.9805926518951065,0.548795983145949
4810,0.2788773589921971,7.918616352705213,0.2744907244499146
4820,0.0009042257158558855,11.657603572239717,-0.41093621139109016
4830,0.37552789891455396,9.028192835216622,0.3645146934701705
4840,0.3083381751504312,9.5849918206738,0.1473539000269135
4841,0.011838931227798161,9.976811823209143,-0.21659084200945222
4850,0.4673156863906263,8.276004514033689,0.4175394234230063
4860,0.7545575865218608,5.349634494580561,0.7414653089314285
4870,0.43500621107375576,10.900360619495785,-0.07590798326787418
5901,0.015683576094172372,13.05553030019288,-1.2090222409195688
5908,0.31137345061919997,8.687006652947856,0.08697419409183338
